,date,state,name,wholesalePrice,retailPrice,shoppingmallPrice,units,image
233,2024-05-05,New Delhi,Cabbage,21,24 - 27,25 - 35,1kg,resource/images/vegetables/cabbage-64.png
234,2024-05-05,New Delhi,Carrot,46,53 - 58,55 - 76,1kg,resource/images/vegetables/carrot-64.png
235,2024-05-05,New Delhi,Cauliflower,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cauliflower-64.png
236,2024-05-05,New Delhi,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
237,2024-05-05,New Delhi,Coconut,36,41 - 46,43 - 59,1kg,resource/images/vegetables/coconut-64.png
238,2024-05-05,New Delhi,Colocasia Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/colocasialeaves-64.png
239,2024-05-05,New Delhi,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
240,2024-05-05,New Delhi,Coriander Leaves,7,8 - 9,8 - 12,1kg,resource/images/vegetables/corianderleaves-64.png
241,2024-05-05,New Delhi,Corn,26,30 - 33,31 - 43,1kg,resource/images/vegetables/corn-64.png
242,2024-05-05,New Delhi,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
243,2024-05-05,New Delhi,Curry Leaves,28,32 - 36,34 - 46,1kg,resource/images/vegetables/curryleaves-64.png
244,2024-05-05,New Delhi,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
245,2024-05-05,New Delhi,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
246,2024-05-05,New Delhi,Brinjal,28,32 - 36,34 - 46,1kg,resource/images/vegetables/brinjal-64.png
247,2024-05-05,New Delhi,Brinjal (Big),24,28 - 30,29 - 40,1kg,resource/images/vegetables/brinjalbig-64.png
248,2024-05-05,New Delhi,Elephant Yam,24,28 - 30,29 - 40,1kg,resource/images/vegetables/elephantyam-64.png
249,2024-05-05,New Delhi,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
250,2024-05-05,New Delhi,French Beans,53,61 - 67,64 - 87,1kg,resource/images/vegetables/frenchbeans-64.png
251,2024-05-05,New Delhi,Garlic,171,197 - 217,205 - 282,1kg,resource/images/vegetables/garlic-64.png
252,2024-05-05,New Delhi,Ginger,111,128 - 141,133 - 183,1kg,resource/images/vegetables/ginger-64.png
253,2024-05-05,New Delhi,Onion Green,39,45 - 50,47 - 64,1kg,resource/images/vegetables/oniongreen-64.png
254,2024-05-05,New Delhi,Green Peas,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenpeas-64.png
255,2024-05-05,New Delhi,Ivy Gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/ivygourd-64.png
256,2024-05-05,New Delhi,Lemon (Lime),65,75 - 83,78 - 107,1kg,resource/images/vegetables/lemon-64.png
257,2024-05-05,New Delhi,Mango Raw,26,30 - 33,31 - 43,1kg,resource/images/vegetables/mangoraw-64.png
258,2024-05-05,New Delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
259,2024-05-05,New Delhi,Mushroom,74,85 - 94,89 - 122,1kg,resource/images/vegetables/mushroom-64.png
260,2024-05-05,New Delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
261,2024-05-05,New Delhi,Ladies Finger,36,41 - 46,43 - 59,1kg,resource/images/vegetables/ladiesfinger-64.png
262,2024-05-05,New Delhi,Pumpkin,23,26 - 29,28 - 38,1kg,resource/images/vegetables/pumpkin-64.png
263,2024-05-05,New Delhi,Radish,26,30 - 33,31 - 43,1kg,resource/images/vegetables/radish-64.png
264,2024-05-05,New Delhi,Ridge Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ridgegourd-64.png
265,2024-05-05,New Delhi,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
266,2024-05-05,New Delhi,Snake Gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/snakegourd-64.png
267,2024-05-05,New Delhi,Sorrel Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/sorrelleaves-64.png
268,2024-05-05,New Delhi,Spinach,10,12 - 13,12 - 17,1kg,resource/images/vegetables/spinach-64.png
269,2024-05-05,New Delhi,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
270,2024-05-06,New Delhi,Onion Big,25,29 - 32,30 - 41,1kg,resource/images/vegetables/onionbig-64.png
271,2024-05-06,New Delhi,Onion Small,38,44 - 48,46 - 63,1kg,resource/images/vegetables/onionsmall-64.png
272,2024-05-06,New Delhi,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
273,2024-05-06,New Delhi,Green Chilli,40,46 - 51,48 - 66,1kg,resource/images/vegetables/greenchili-64.png
274,2024-05-06,New Delhi,Beetroot,40,46 - 51,48 - 66,1kg,resource/images/vegetables/beetroot-64.png
275,2024-05-06,New Delhi,Potato,27,31 - 34,32 - 45,1kg,resource/images/vegetables/potato-64.png
276,2024-05-06,New Delhi,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
277,2024-05-06,New Delhi,Amaranth Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/amaranthleaves-64.png
278,2024-05-06,New Delhi,Amla,60,69 - 76,72 - 99,1kg,resource/images/vegetables/amla-64.png
279,2024-05-06,New Delhi,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
280,2024-05-06,New Delhi,Baby Corn,49,56 - 62,59 - 81,1kg,resource/images/vegetables/babycorn-64.png
281,2024-05-06,New Delhi,Banana Flower,18,21 - 23,22 - 30,1kg,resource/images/vegetables/bananaflower-64.png
282,2024-05-06,New Delhi,Capsicum,49,56 - 62,59 - 81,1kg,resource/images/vegetables/capsicum-64.png
283,2024-05-06,New Delhi,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
284,2024-05-06,New Delhi,Bottle Gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/bottlegourd-64.png
285,2024-05-06,New Delhi,Butter Beans,49,56 - 62,59 - 81,1kg,resource/images/vegetables/butterbeans-64.png
286,2024-05-06,New Delhi,Broad Beans,29,33 - 37,35 - 48,1kg,resource/images/vegetables/broadbeans-64.png
287,2024-05-06,New Delhi,Cabbage,21,24 - 27,25 - 35,1kg,resource/images/vegetables/cabbage-64.png
288,2024-05-06,New Delhi,Carrot,46,53 - 58,55 - 76,1kg,resource/images/vegetables/carrot-64.png
289,2024-05-06,New Delhi,Cauliflower,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cauliflower-64.png
290,2024-05-06,New Delhi,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
291,2024-05-06,New Delhi,Coconut,36,41 - 46,43 - 59,1kg,resource/images/vegetables/coconut-64.png
292,2024-05-06,New Delhi,Colocasia Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/colocasialeaves-64.png
293,2024-05-06,New Delhi,Colocasia,28,32 - 36,34 - 46,1kg,resource/images/vegetables/colocasia-64.png
294,2024-05-06,New Delhi,Coriander Leaves,7,8 - 9,8 - 12,1kg,resource/images/vegetables/corianderleaves-64.png
295,2024-05-06,New Delhi,Corn,26,30 - 33,31 - 43,1kg,resource/images/vegetables/corn-64.png
296,2024-05-06,New Delhi,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
297,2024-05-06,New Delhi,Curry Leaves,28,32 - 36,34 - 46,1kg,resource/images/vegetables/curryleaves-64.png
298,2024-05-06,New Delhi,Dill Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/dillleaves-64.png
299,2024-05-06,New Delhi,Drumsticks,40,46 - 51,48 - 66,1kg,resource/images/vegetables/drumsticks-64.png
300,2024-05-06,New Delhi,Brinjal,28,32 - 36,34 - 46,1kg,resource/images/vegetables/brinjal-64.png
301,2024-05-06,New Delhi,Brinjal (Big),24,28 - 30,29 - 40,1kg,resource/images/vegetables/brinjalbig-64.png
302,2024-05-06,New Delhi,Elephant Yam,24,28 - 30,29 - 40,1kg,resource/images/vegetables/elephantyam-64.png
303,2024-05-06,New Delhi,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
304,2024-05-06,New Delhi,French Beans,53,61 - 67,64 - 87,1kg,resource/images/vegetables/frenchbeans-64.png
305,2024-05-06,New Delhi,Garlic,171,197 - 217,205 - 282,1kg,resource/images/vegetables/garlic-64.png
306,2024-05-06,New Delhi,Ginger,111,128 - 141,133 - 183,1kg,resource/images/vegetables/ginger-64.png
307,2024-05-06,New Delhi,Onion Green,39,45 - 50,47 - 64,1kg,resource/images/vegetables/oniongreen-64.png
308,2024-05-06,New Delhi,Green Peas,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenpeas-64.png
309,2024-05-06,New Delhi,Ivy Gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/ivygourd-64.png
310,2024-05-06,New Delhi,Lemon (Lime),65,75 - 83,78 - 107,1kg,resource/images/vegetables/lemon-64.png
311,2024-05-06,New Delhi,Mango Raw,26,30 - 33,31 - 43,1kg,resource/images/vegetables/mangoraw-64.png
312,2024-05-06,New Delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
313,2024-05-06,New Delhi,Mushroom,74,85 - 94,89 - 122,1kg,resource/images/vegetables/mushroom-64.png
314,2024-05-06,New Delhi,Mustard Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/mustardleaves-64.png
315,2024-05-06,New Delhi,Ladies Finger,36,41 - 46,43 - 59,1kg,resource/images/vegetables/ladiesfinger-64.png
316,2024-05-06,New Delhi,Pumpkin,23,26 - 29,28 - 38,1kg,resource/images/vegetables/pumpkin-64.png
317,2024-05-06,New Delhi,Radish,26,30 - 33,31 - 43,1kg,resource/images/vegetables/radish-64.png
318,2024-05-06,New Delhi,Ridge Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ridgegourd-64.png
319,2024-05-06,New Delhi,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
320,2024-05-06,New Delhi,Snake Gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/snakegourd-64.png
321,2024-05-06,New Delhi,Sorrel Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/sorrelleaves-64.png
322,2024-05-06,New Delhi,Spinach,10,12 - 13,12 - 17,1kg,resource/images/vegetables/spinach-64.png
323,2024-05-06,New Delhi,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
324,2024-05-07,New Delhi,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
325,2024-05-07,New Delhi,Onion Small,33,38 - 42,40 - 54,1kg,resource/images/vegetables/onionsmall-64.png
326,2024-05-07,New Delhi,Tomato,24,28 - 30,29 - 40,1kg,resource/images/vegetables/tomato-64.png
327,2024-05-07,New Delhi,Green Chilli,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenchili-64.png
328,2024-05-07,New Delhi,Beetroot,34,39 - 43,41 - 56,1kg,resource/images/vegetables/beetroot-64.png
329,2024-05-07,New Delhi,Potato,29,33 - 37,35 - 48,1kg,resource/images/vegetables/potato-64.png
330,2024-05-07,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
331,2024-05-07,New Delhi,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
332,2024-05-07,New Delhi,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
333,2024-05-07,New Delhi,Ash gourd,21,24 - 27,25 - 35,1kg,resource/images/vegetables/ashgourd-64.png
334,2024-05-07,New Delhi,Baby Corn,65,75 - 83,78 - 107,1kg,resource/images/vegetables/babycorn-64.png
335,2024-05-07,New Delhi,Banana Flower,20,23 - 25,24 - 33,1kg,resource/images/vegetables/bananaflower-64.png
336,2024-05-07,New Delhi,Capsicum,44,51 - 56,53 - 73,1kg,resource/images/vegetables/capsicum-64.png
337,2024-05-07,New Delhi,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
338,2024-05-07,New Delhi,Bottle Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/bottlegourd-64.png
339,2024-05-07,New Delhi,Butter Beans,48,55 - 61,58 - 79,1kg,resource/images/vegetables/butterbeans-64.png
340,2024-05-07,New Delhi,Broad Beans,33,38 - 42,40 - 54,1kg,resource/images/vegetables/broadbeans-64.png
341,2024-05-07,New Delhi,Cabbage,22,25 - 28,26 - 36,1kg,resource/images/vegetables/cabbage-64.png
342,2024-05-07,New Delhi,Carrot,46,53 - 58,55 - 76,1kg,resource/images/vegetables/carrot-64.png
343,2024-05-07,New Delhi,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
344,2024-05-07,New Delhi,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
345,2024-05-07,New Delhi,Coconut,38,44 - 48,46 - 63,1kg,resource/images/vegetables/coconut-64.png
346,2024-05-07,New Delhi,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
347,2024-05-07,New Delhi,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
348,2024-05-07,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
349,2024-05-07,New Delhi,Corn,25,29 - 32,30 - 41,1kg,resource/images/vegetables/corn-64.png
350,2024-05-07,New Delhi,Cucumber,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cucumber-64.png
351,2024-05-07,New Delhi,Curry Leaves,30,35 - 38,36 - 50,1kg,resource/images/vegetables/curryleaves-64.png
352,2024-05-07,New Delhi,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
353,2024-05-07,New Delhi,Drumsticks,50,58 - 64,60 - 83,1kg,resource/images/vegetables/drumsticks-64.png
354,2024-05-07,New Delhi,Brinjal,25,29 - 32,30 - 41,1kg,resource/images/vegetables/brinjal-64.png
355,2024-05-07,New Delhi,Brinjal (Big),26,30 - 33,31 - 43,1kg,resource/images/vegetables/brinjalbig-64.png
356,2024-05-07,New Delhi,Elephant Yam,27,31 - 34,32 - 45,1kg,resource/images/vegetables/elephantyam-64.png
357,2024-05-07,New Delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
358,2024-05-07,New Delhi,French Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/frenchbeans-64.png
359,2024-05-07,New Delhi,Garlic,169,194 - 215,203 - 279,1kg,resource/images/vegetables/garlic-64.png
360,2024-05-07,New Delhi,Ginger,117,135 - 149,140 - 193,1kg,resource/images/vegetables/ginger-64.png
361,2024-05-07,New Delhi,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
362,2024-05-07,New Delhi,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
363,2024-05-07,New Delhi,Ivy Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/ivygourd-64.png
364,2024-05-07,New Delhi,Lemon (Lime),72,83 - 91,86 - 119,1kg,resource/images/vegetables/lemon-64.png
365,2024-05-07,New Delhi,Mango Raw,29,33 - 37,35 - 48,1kg,resource/images/vegetables/mangoraw-64.png
366,2024-05-07,New Delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
367,2024-05-07,New Delhi,Mushroom,88,101 - 112,106 - 145,1kg,resource/images/vegetables/mushroom-64.png
368,2024-05-07,New Delhi,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
369,2024-05-07,New Delhi,Ladies Finger,41,47 - 52,49 - 68,1kg,resource/images/vegetables/ladiesfinger-64.png
370,2024-05-07,New Delhi,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
371,2024-05-07,New Delhi,Radish,23,26 - 29,28 - 38,1kg,resource/images/vegetables/radish-64.png
372,2024-05-07,New Delhi,Ridge Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ridgegourd-64.png
373,2024-05-07,New Delhi,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
374,2024-05-07,New Delhi,Snake Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/snakegourd-64.png
375,2024-05-07,New Delhi,Sorrel Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/sorrelleaves-64.png
376,2024-05-07,New Delhi,Spinach,15,17 - 19,18 - 25,1kg,resource/images/vegetables/spinach-64.png
377,2024-05-07,New Delhi,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
378,2024-05-08,New Delhi,Onion Big,24,28 - 30,29 - 40,1kg,resource/images/vegetables/onionbig-64.png
379,2024-05-08,New Delhi,Onion Small,33,38 - 42,40 - 54,1kg,resource/images/vegetables/onionsmall-64.png
380,2024-05-08,New Delhi,Tomato,24,28 - 30,29 - 40,1kg,resource/images/vegetables/tomato-64.png
381,2024-05-08,New Delhi,Green Chilli,43,49 - 55,52 - 71,1kg,resource/images/vegetables/greenchili-64.png
382,2024-05-08,New Delhi,Beetroot,34,39 - 43,41 - 56,1kg,resource/images/vegetables/beetroot-64.png
383,2024-05-08,New Delhi,Potato,29,33 - 37,35 - 48,1kg,resource/images/vegetables/potato-64.png
384,2024-05-08,New Delhi,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
385,2024-05-08,New Delhi,Amaranth Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/amaranthleaves-64.png
386,2024-05-08,New Delhi,Amla,70,81 - 89,84 - 116,1kg,resource/images/vegetables/amla-64.png
387,2024-05-08,New Delhi,Ash gourd,21,24 - 27,25 - 35,1kg,resource/images/vegetables/ashgourd-64.png
388,2024-05-08,New Delhi,Baby Corn,65,75 - 83,78 - 107,1kg,resource/images/vegetables/babycorn-64.png
389,2024-05-08,New Delhi,Banana Flower,20,23 - 25,24 - 33,1kg,resource/images/vegetables/bananaflower-64.png
390,2024-05-08,New Delhi,Capsicum,44,51 - 56,53 - 73,1kg,resource/images/vegetables/capsicum-64.png
391,2024-05-08,New Delhi,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
392,2024-05-08,New Delhi,Bottle Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/bottlegourd-64.png
393,2024-05-08,New Delhi,Butter Beans,48,55 - 61,58 - 79,1kg,resource/images/vegetables/butterbeans-64.png
394,2024-05-08,New Delhi,Broad Beans,33,38 - 42,40 - 54,1kg,resource/images/vegetables/broadbeans-64.png
395,2024-05-08,New Delhi,Cabbage,22,25 - 28,26 - 36,1kg,resource/images/vegetables/cabbage-64.png
396,2024-05-08,New Delhi,Carrot,46,53 - 58,55 - 76,1kg,resource/images/vegetables/carrot-64.png
397,2024-05-08,New Delhi,Cauliflower,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cauliflower-64.png
398,2024-05-08,New Delhi,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
399,2024-05-08,New Delhi,Coconut,38,44 - 48,46 - 63,1kg,resource/images/vegetables/coconut-64.png
400,2024-05-08,New Delhi,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
401,2024-05-08,New Delhi,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
402,2024-05-08,New Delhi,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
403,2024-05-08,New Delhi,Corn,25,29 - 32,30 - 41,1kg,resource/images/vegetables/corn-64.png
404,2024-05-08,New Delhi,Cucumber,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cucumber-64.png
405,2024-05-08,New Delhi,Curry Leaves,30,35 - 38,36 - 50,1kg,resource/images/vegetables/curryleaves-64.png
406,2024-05-08,New Delhi,Dill Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/dillleaves-64.png
407,2024-05-08,New Delhi,Drumsticks,50,58 - 64,60 - 83,1kg,resource/images/vegetables/drumsticks-64.png
408,2024-05-08,New Delhi,Brinjal,25,29 - 32,30 - 41,1kg,resource/images/vegetables/brinjal-64.png
409,2024-05-08,New Delhi,Brinjal (Big),26,30 - 33,31 - 43,1kg,resource/images/vegetables/brinjalbig-64.png
410,2024-05-08,New Delhi,Elephant Yam,27,31 - 34,32 - 45,1kg,resource/images/vegetables/elephantyam-64.png
411,2024-05-08,New Delhi,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
412,2024-05-08,New Delhi,French Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/frenchbeans-64.png
413,2024-05-08,New Delhi,Garlic,169,194 - 215,203 - 279,1kg,resource/images/vegetables/garlic-64.png
414,2024-05-08,New Delhi,Ginger,117,135 - 149,140 - 193,1kg,resource/images/vegetables/ginger-64.png
415,2024-05-08,New Delhi,Onion Green,40,46 - 51,48 - 66,1kg,resource/images/vegetables/oniongreen-64.png
416,2024-05-08,New Delhi,Green Peas,49,56 - 62,59 - 81,1kg,resource/images/vegetables/greenpeas-64.png
417,2024-05-08,New Delhi,Ivy Gourd,27,31 - 34,32 - 45,1kg,resource/images/vegetables/ivygourd-64.png
418,2024-05-08,New Delhi,Lemon (Lime),72,83 - 91,86 - 119,1kg,resource/images/vegetables/lemon-64.png
419,2024-05-08,New Delhi,Mango Raw,29,33 - 37,35 - 48,1kg,resource/images/vegetables/mangoraw-64.png
420,2024-05-08,New Delhi,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
421,2024-05-08,New Delhi,Mushroom,88,101 - 112,106 - 145,1kg,resource/images/vegetables/mushroom-64.png
422,2024-05-08,New Delhi,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
423,2024-05-08,New Delhi,Ladies Finger,41,47 - 52,49 - 68,1kg,resource/images/vegetables/ladiesfinger-64.png
424,2024-05-08,New Delhi,Pumpkin,20,23 - 25,24 - 33,1kg,resource/images/vegetables/pumpkin-64.png
425,2024-05-08,New Delhi,Radish,23,26 - 29,28 - 38,1kg,resource/images/vegetables/radish-64.png
426,2024-05-08,New Delhi,Ridge Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ridgegourd-64.png
427,2024-05-08,New Delhi,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg,resource/images/vegetables/shallot-64.png
428,2024-05-08,New Delhi,Snake Gourd,26,30 - 33,31 - 43,1kg,resource/images/vegetables/snakegourd-64.png
429,2024-05-08,New Delhi,Sorrel Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/sorrelleaves-64.png
430,2024-05-08,New Delhi,Spinach,15,17 - 19,18 - 25,1kg,resource/images/vegetables/spinach-64.png
431,2024-05-08,New Delhi,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
432,2024-05-09,New Delhi,Onion Big,25,29 - 32,30 - 41,1kg,resource/images/vegetables/onionbig-64.png
433,2024-05-09,New Delhi,Onion Small,35,40 - 44,42 - 58,1kg,resource/images/vegetables/onionsmall-64.png
434,2024-05-09,New Delhi,Tomato,25,29 - 32,30 - 41,1kg,resource/images/vegetables/tomato-64.png
